film,filmLabel,year,boxOffice,isAdaptation,period
http://www.wikidata.org/entity/Q4160350,Joe,2014,2431443,0,After 2010
http://www.wikidata.org/entity/Q4160350,Joe,2014,2431443,0,After 2010
http://www.wikidata.org/entity/Q4299869,My Boyfriend Is an Angel,2012,2372984,0,After 2010
http://www.wikidata.org/entity/Q4535752,I Love You Too,2010,2365467,0,After 2010
http://www.wikidata.org/entity/Q5554560,Gettin' Square,2003,2292587,0,Before 2010
http://www.wikidata.org/entity/Q6166723,Extinction,2015,2300000,0,After 2010
http://www.wikidata.org/entity/Q7730725,The Double,2013,2300000,1,After 2010
http://www.wikidata.org/entity/Q7730725,The Double,2014,2300000,1,After 2010
http://www.wikidata.org/entity/Q7730725,The Double,2014,2300000,1,After 2010
http://www.wikidata.org/entity/Q14774970,The Signal,2014,2423801,0,After 2010
http://www.wikidata.org/entity/Q14774970,The Signal,2014,2423801,0,After 2010
http://www.wikidata.org/entity/Q14948553,American Heist,2014,2237561,0,After 2010
http://www.wikidata.org/entity/Q24515,Shaolin,2011,2632485,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,3028569,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,3028569,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,3028569,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,3028569,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,3028569,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2012,3028569,0,After 2010
http://www.wikidata.org/entity/Q45318,The Angels' Share,2013,3028569,0,After 2010
http://www.wikidata.org/entity/Q137130,Plunkett & Macleane,1999,2757485,0,Before 2010
http://www.wikidata.org/entity/Q137130,Plunkett & Macleane,1999,2757485,0,Before 2010
http://www.wikidata.org/entity/Q151711,Marie-Jo and Her Two Lovers,2002,2700000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2006,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2007,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2007,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2007,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2007,3000000,0,Before 2010
http://www.wikidata.org/entity/Q169087,Ten Canoes,2007,3000000,0,Before 2010
http://www.wikidata.org/entity/Q217294,24 Hour Party People,2002,2800000,0,Before 2010
http://www.wikidata.org/entity/Q480273,We Are the Night,2010,2500000,0,After 2010
http://www.wikidata.org/entity/Q480273,We Are the Night,2010,2500000,0,After 2010
http://www.wikidata.org/entity/Q553194,Youth Without Youth,2007,2624759,1,Before 2010
http://www.wikidata.org/entity/Q553194,Youth Without Youth,2008,2624759,1,Before 2010
http://www.wikidata.org/entity/Q568133,Another Year,2010,2770445,0,After 2010
http://www.wikidata.org/entity/Q568133,Another Year,2010,2770445,0,After 2010
http://www.wikidata.org/entity/Q568133,Another Year,2011,2770445,0,After 2010
http://www.wikidata.org/entity/Q839744,The Mission,1999,4618846,0,Before 2010
http://www.wikidata.org/entity/Q839744,The Mission,2000,4618846,0,Before 2010
http://www.wikidata.org/entity/Q860479,"Synecdoche, New York",2008,4500000,0,Before 2010
http://www.wikidata.org/entity/Q916645,Vera Drake,2004,4443255,0,Before 2010
http://www.wikidata.org/entity/Q916645,Vera Drake,2005,4443255,0,Before 2010
http://www.wikidata.org/entity/Q916645,Vera Drake,2005,4443255,0,Before 2010
http://www.wikidata.org/entity/Q1137372,Four Rooms,1995,4257354,0,Before 2010
http://www.wikidata.org/entity/Q1137372,Four Rooms,1995,4257354,0,Before 2010
http://www.wikidata.org/entity/Q1137372,Four Rooms,1996,4257354,0,Before 2010
http://www.wikidata.org/entity/Q1144983,Animal Kingdom,2010,4734657,0,After 2010
http://www.wikidata.org/entity/Q1976681,Generation P,2011,4400000,0,After 2010
http://www.wikidata.org/entity/Q2062140,Swingers,1996,4555020,0,Before 2010
http://www.wikidata.org/entity/Q2062140,Swingers,1996,4555020,0,Before 2010
http://www.wikidata.org/entity/Q2062140,Swingers,1996,4555020,0,Before 2010
http://www.wikidata.org/entity/Q2062140,Swingers,1997,4555020,0,Before 2010
http://www.wikidata.org/entity/Q2132200,July Rhapsody,2001,4874951,0,Before 2010
http://www.wikidata.org/entity/Q2525635,Soul Survivors,2001,4299441,0,Before 2010
http://www.wikidata.org/entity/Q2699635,The Army of Crime,2009,4400000,0,Before 2010
http://www.wikidata.org/entity/Q74643,Killer Joe,2011,4600000,0,After 2010
http://www.wikidata.org/entity/Q74643,Killer Joe,2013,4600000,0,After 2010
http://www.wikidata.org/entity/Q115749,Hello Stranger,2010,4413745,0,After 2010
http://www.wikidata.org/entity/Q175600,Don't Come Knocking,2005,4600000,0,Before 2010
http://www.wikidata.org/entity/Q175600,Don't Come Knocking,2005,4600000,0,Before 2010
http://www.wikidata.org/entity/Q221586,Mystic River,2003,4765090,1,Before 2010
http://www.wikidata.org/entity/Q221586,Mystic River,2003,4765090,1,Before 2010
http://www.wikidata.org/entity/Q221586,Mystic River,2003,4765090,1,Before 2010
http://www.wikidata.org/entity/Q221586,Mystic River,2003,4765090,1,Before 2010
http://www.wikidata.org/entity/Q221586,Mystic River,2003,4765090,1,Before 2010
http://www.wikidata.org/entity/Q221586,Mystic River,2003,4765090,1,Before 2010
http://www.wikidata.org/entity/Q221586,Mystic River,2003,4765090,1,Before 2010
http://www.wikidata.org/entity/Q260509,Submarine,2010,4581937,1,After 2010
http://www.wikidata.org/entity/Q260509,Submarine,2011,4581937,1,After 2010
http://www.wikidata.org/entity/Q260509,Submarine,2011,4581937,1,After 2010
http://www.wikidata.org/entity/Q260509,Submarine,2011,4581937,1,After 2010
http://www.wikidata.org/entity/Q385494,The Return,2003,4400000,0,Before 2010
http://www.wikidata.org/entity/Q471911,Tom-Yum-Goong,2005,4417800,0,Before 2010
http://www.wikidata.org/entity/Q471911,Tom-Yum-Goong,2005,4417800,0,Before 2010
http://www.wikidata.org/entity/Q471911,Tom-Yum-Goong,2006,4417800,0,Before 2010
http://www.wikidata.org/entity/Q471911,Tom-Yum-Goong,2006,4417800,0,Before 2010
http://www.wikidata.org/entity/Q471911,Tom-Yum-Goong,2006,4417800,0,Before 2010
http://www.wikidata.org/entity/Q485677,"I'm a Cyborg, But That's OK",2006,4642401,0,Before 2010
http://www.wikidata.org/entity/Q485677,"I'm a Cyborg, But That's OK",2006,4642401,0,Before 2010
http://www.wikidata.org/entity/Q485677,"I'm a Cyborg, But That's OK",2008,4642401,0,Before 2010
http://www.wikidata.org/entity/Q519619,Atlas Shrugged: Part I,2011,4627375,1,After 2010
http://www.wikidata.org/entity/Q601100,Strange Bedfellows,2004,4816495,0,Before 2010
http://www.wikidata.org/entity/Q603545,Peaceful Warrior,2006,4300000,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2005,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2006,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2006,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2006,4766457,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2006,4848847,1,Before 2010
http://www.wikidata.org/entity/Q715374,Initial D,2006,4766457,1,Before 2010
http://www.wikidata.org/entity/Q816156,Below,2002,2622015,0,Before 2010
http://www.wikidata.org/entity/Q816156,Below,2002,2622015,0,Before 2010
http://www.wikidata.org/entity/Q816156,Below,2002,2622015,0,Before 2010
http://www.wikidata.org/entity/Q816156,Below,2003,2622015,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2002,2847049,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2002,2847049,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2002,2847049,0,Before 2010
http://www.wikidata.org/entity/Q1041689,All or Nothing,2003,2847049,0,Before 2010
http://www.wikidata.org/entity/Q1056853,In the Mood for Love,2000,2738980,0,Before 2010
http://www.wikidata.org/entity/Q1056853,In the Mood for Love,2000,2738980,0,Before 2010
http://www.wikidata.org/entity/Q1056853,In the Mood for Love,2000,2738980,0,Before 2010
http://www.wikidata.org/entity/Q1056853,In the Mood for Love,2000,2738980,0,Before 2010
http://www.wikidata.org/entity/Q1056853,In the Mood for Love,2001,2738980,0,Before 2010
http://www.wikidata.org/entity/Q1140906,To the Wonder,2012,2783139,0,After 2010
http://www.wikidata.org/entity/Q1140906,To the Wonder,2013,2783139,0,After 2010
http://www.wikidata.org/entity/Q1153431,Sukiyaki Western Django,2007,2730000,0,Before 2010
http://www.wikidata.org/entity/Q1153431,Sukiyaki Western Django,2009,2730000,0,Before 2010
http://www.wikidata.org/entity/Q1217941,The Best of Youth,2003,2799773,0,Before 2010
http://www.wikidata.org/entity/Q1217941,The Best of Youth,2003,2799773,0,Before 2010
http://www.wikidata.org/entity/Q1217941,The Best of Youth,2003,2799773,0,Before 2010
http://www.wikidata.org/entity/Q1217941,The Best of Youth,2003,2799773,0,Before 2010
http://www.wikidata.org/entity/Q1217941,The Best of Youth,2003,2799773,0,Before 2010
http://www.wikidata.org/entity/Q1217941,The Best of Youth,2005,2799773,0,Before 2010
http://www.wikidata.org/entity/Q1217941,The Best of Youth,2005,2799773,0,Before 2010
http://www.wikidata.org/entity/Q1279290,Jiro Dreams of Sushi,2011,2552478,0,After 2010
http://www.wikidata.org/entity/Q94033,The Twilight Samurai,2002,559765,0,Before 2010
http://www.wikidata.org/entity/Q115394,Dying Breed,2008,525384,0,Before 2010
http://www.wikidata.org/entity/Q151884,Tideland,2005,566611,0,Before 2010
http://www.wikidata.org/entity/Q151884,Tideland,2005,566611,0,Before 2010
http://www.wikidata.org/entity/Q151884,Tideland,2006,566611,0,Before 2010
http://www.wikidata.org/entity/Q151884,Tideland,2006,566611,0,Before 2010
http://www.wikidata.org/entity/Q192160,The Limits of Control,2009,426688,0,Before 2010
http://www.wikidata.org/entity/Q192160,The Limits of Control,2009,426688,0,Before 2010
http://www.wikidata.org/entity/Q192160,The Limits of Control,2009,426688,0,Before 2010
http://www.wikidata.org/entity/Q192160,The Limits of Control,2009,426688,0,Before 2010
http://www.wikidata.org/entity/Q260509,Submarine,2010,467602,1,After 2010
http://www.wikidata.org/entity/Q260509,Submarine,2011,467602,1,After 2010
http://www.wikidata.org/entity/Q260509,Submarine,2011,467602,1,After 2010
http://www.wikidata.org/entity/Q260509,Submarine,2011,467602,1,After 2010
http://www.wikidata.org/entity/Q429395,7 Boxes,2012,586165,0,After 2010
http://www.wikidata.org/entity/Q474414,First Snow,2006,573864,0,Before 2010
http://www.wikidata.org/entity/Q691669,Time of the Wolf,2003,499149,0,Before 2010
http://www.wikidata.org/entity/Q691669,Time of the Wolf,2004,499149,0,Before 2010
http://www.wikidata.org/entity/Q1125897,Hana-bi,1997,500000,0,Before 2010
http://www.wikidata.org/entity/Q1125897,Hana-bi,1997,500000,0,Before 2010
http://www.wikidata.org/entity/Q1125897,Hana-bi,1998,500000,0,Before 2010
http://www.wikidata.org/entity/Q1125897,Hana-bi,1998,500000,0,Before 2010
http://www.wikidata.org/entity/Q1125897,Hana-bi,1998,500000,0,Before 2010
http://www.wikidata.org/entity/Q1186490,Demonlover,2002,462976,0,Before 2010
http://www.wikidata.org/entity/Q1347609,Idiocracy,2006,444093,0,Before 2010
http://www.wikidata.org/entity/Q1347609,Idiocracy,2006,495303,0,Before 2010
http://www.wikidata.org/entity/Q1411365,Fido,2006,426224,0,Before 2010
http://www.wikidata.org/entity/Q1434995,Primer,2004,424760,0,Before 2010
http://www.wikidata.org/entity/Q1663240,Spun,2002,411119,0,Before 2010
http://www.wikidata.org/entity/Q1663240,Spun,2003,411119,0,Before 2010
http://www.wikidata.org/entity/Q1663240,Spun,2003,411119,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2006,457035,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2006,457035,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2006,457035,0,Before 2010
http://www.wikidata.org/entity/Q1779674,Lights in the Dusk,2007,457035,0,Before 2010
http://www.wikidata.org/entity/Q2424606,I'll Sleep When I'm Dead,2003,490964,0,Before 2010
http://www.wikidata.org/entity/Q2424606,I'll Sleep When I'm Dead,2003,490964,0,Before 2010
http://www.wikidata.org/entity/Q2424606,I'll Sleep When I'm Dead,2004,490964,0,Before 2010
http://www.wikidata.org/entity/Q2628694,Weekend,2011,484592,0,After 2010
http://www.wikidata.org/entity/Q2628694,Weekend,2011,484592,0,After 2010
http://www.wikidata.org/entity/Q2628694,Weekend,2011,484592,0,After 2010
http://www.wikidata.org/entity/Q2902017,Welcome to Woop Woop,1997,489725,0,Before 2010
http://www.wikidata.org/entity/Q3050175,Paws,1997,455171,0,Before 2010
http://www.wikidata.org/entity/Q3112935,Grabbers,2012,440821,0,After 2010
http://www.wikidata.org/entity/Q3353162,Open Grave,2013,489812,0,After 2010
http://www.wikidata.org/entity/Q3353162,Open Grave,2014,489812,0,After 2010
http://www.wikidata.org/entity/Q3414948,R.T.T.,2009,452550,0,Before 2010
http://www.wikidata.org/entity/Q3414948,R.T.T.,2009,452550,0,Before 2010
http://www.wikidata.org/entity/Q491985,YMCA Baseball Team,2002,8271113,0,Before 2010
http://www.wikidata.org/entity/Q491985,YMCA Baseball Team,2002,8271113,0,Before 2010
http://www.wikidata.org/entity/Q717653,Black Hunters,2008,8228500,0,Before 2010
http://www.wikidata.org/entity/Q738052,The Road,2009,8117000,1,Before 2010
http://www.wikidata.org/entity/Q738052,The Road,2009,8117000,1,Before 2010
http://www.wikidata.org/entity/Q738052,The Road,2009,8117000,1,Before 2010
http://www.wikidata.org/entity/Q738052,The Road,2010,8117000,1,After 2010
http://www.wikidata.org/entity/Q738052,The Road,2010,8117000,1,After 2010
http://www.wikidata.org/entity/Q748205,This Is England,2006,8481254,0,Before 2010
http://www.wikidata.org/entity/Q748205,This Is England,2007,8481254,0,Before 2010
http://www.wikidata.org/entity/Q748205,This Is England,2007,8481254,0,Before 2010
http://www.wikidata.org/entity/Q748205,This Is England,2007,8481254,0,Before 2010
http://www.wikidata.org/entity/Q834367,Looking for Alibrandi,2000,8280335,1,Before 2010
http://www.wikidata.org/entity/Q839908,The Man Who Sued God,2001,8546867,0,Before 2010
http://www.wikidata.org/entity/Q845252,The Machinist,2004,8203235,0,Before 2010
http://www.wikidata.org/entity/Q845252,The Machinist,2004,8203235,0,Before 2010
http://www.wikidata.org/entity/Q845252,The Machinist,2004,8203235,0,Before 2010
http://www.wikidata.org/entity/Q845252,The Machinist,2004,8203235,0,Before 2010
http://www.wikidata.org/entity/Q845252,The Machinist,2004,8203235,0,Before 2010
http://www.wikidata.org/entity/Q845252,The Machinist,2005,8203235,0,Before 2010
http://www.wikidata.org/entity/Q845252,The Machinist,2005,8203235,0,Before 2010
http://www.wikidata.org/entity/Q1002251,Bug,2006,8100000,1,Before 2010
http://www.wikidata.org/entity/Q1002251,Bug,2007,8100000,1,Before 2010
http://www.wikidata.org/entity/Q1002251,Bug,2007,8100000,1,Before 2010
http://www.wikidata.org/entity/Q1106851,Coffee and Cigarettes,2003,8013820,0,Before 2010
http://www.wikidata.org/entity/Q1106851,Coffee and Cigarettes,2003,8013820,0,Before 2010
http://www.wikidata.org/entity/Q1106851,Coffee and Cigarettes,2004,8013820,0,Before 2010
http://www.wikidata.org/entity/Q1106851,Coffee and Cigarettes,2004,8013820,0,Before 2010
http://www.wikidata.org/entity/Q1106851,Coffee and Cigarettes,2004,8013820,0,Before 2010
http://www.wikidata.org/entity/Q1106851,Coffee and Cigarettes,2004,8013820,0,Before 2010
http://www.wikidata.org/entity/Q1106851,Coffee and Cigarettes,2004,8013820,0,Before 2010
http://www.wikidata.org/entity/Q1324090,Shadow of the Vampire,2000,8293784,0,Before 2010
http://www.wikidata.org/entity/Q1324090,Shadow of the Vampire,2000,8293784,0,Before 2010
http://www.wikidata.org/entity/Q1324090,Shadow of the Vampire,2001,8293784,0,Before 2010
http://www.wikidata.org/entity/Q1324090,Shadow of the Vampire,2001,8293784,0,Before 2010
http://www.wikidata.org/entity/Q1324090,Shadow of the Vampire,2001,8293784,0,Before 2010
http://www.wikidata.org/entity/Q2287397,Batman: Gotham Knight,2008,8057722,1,Before 2010
http://www.wikidata.org/entity/Q2287397,Batman: Gotham Knight,2008,8057722,1,Before 2010
http://www.wikidata.org/entity/Q3072241,Filth,2013,8334411,1,After 2010
http://www.wikidata.org/entity/Q3235423,Feelings,2003,8200000,0,Before 2010
http://www.wikidata.org/entity/Q3575602,The Fifth Estate,2013,8555008,1,After 2010
http://www.wikidata.org/entity/Q3575602,The Fifth Estate,2013,8555008,1,After 2010
http://www.wikidata.org/entity/Q3575602,The Fifth Estate,2015,8555008,1,After 2010
http://www.wikidata.org/entity/Q4955742,Brain Candy,1996,8000000,0,Before 2010
http://www.wikidata.org/entity/Q4955742,Brain Candy,1996,8000000,0,Before 2010
http://www.wikidata.org/entity/Q6349731,Hidden Fortress: The Last Princess,2008,8500000,1,Before 2010
http://www.wikidata.org/entity/Q7918377,Witching & Bitching,2013,8136011,0,After 2010
http://www.wikidata.org/entity/Q7918377,Witching & Bitching,2014,8136011,0,After 2010
http://www.wikidata.org/entity/Q12110058,Crackerjack,2002,8618107,0,Before 2010
http://www.wikidata.org/entity/Q12230126,We'll Be Right Back After the Break,2011,8452410,1,After 2010
http://www.wikidata.org/entity/Q16692754,Battle for Sevastopol,2015,8000000,0,After 2010
http://www.wikidata.org/entity/Q16692754,Battle for Sevastopol,2015,8000000,0,After 2010
http://www.wikidata.org/entity/Q16765209,The Snow White Murder Case,2014,8646060,0,After 2010
http://www.wikidata.org/entity/Q16765209,The Snow White Murder Case,2014,8721394,0,After 2010
http://www.wikidata.org/entity/Q17476655,Dragon Ball Z: Resurrection 'F',2015,8008363,0,After 2010
http://www.wikidata.org/entity/Q17476655,Dragon Ball Z: Resurrection 'F',2015,8008363,0,After 2010
http://www.wikidata.org/entity/Q17476655,Dragon Ball Z: Resurrection 'F',2015,8008363,0,After 2010
http://www.wikidata.org/entity/Q17476655,Dragon Ball Z: Resurrection 'F',2015,8008363,0,After 2010
http://www.wikidata.org/entity/Q17476655,Dragon Ball Z: Resurrection 'F',2016,8008363,0,After 2010
http://www.wikidata.org/entity/Q19961489,Gone Too Far!,2013,8500000,1,After 2010
http://www.wikidata.org/entity/Q19961489,Gone Too Far!,2014,8500000,1,After 2010
http://www.wikidata.org/entity/Q19961489,Gone Too Far!,2015,8500000,1,After 2010
http://www.wikidata.org/entity/Q21872268,A Street Cat Named Bob,2016,8370555,1,After 2010
http://www.wikidata.org/entity/Q21872268,A Street Cat Named Bob,2017,8370555,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2017,8047856,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2017,8047856,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2017,8047856,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2018,8047856,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2018,8047856,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2018,8047856,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2018,8047856,1,After 2010
http://www.wikidata.org/entity/Q24905490,The Death of Stalin,2018,8047856,1,After 2010
http://www.wikidata.org/entity/Q27703192,It Comes at Night,2017,8500000,0,After 2010
http://www.wikidata.org/entity/Q27703192,It Comes at Night,2017,8500000,0,After 2010
http://www.wikidata.org/entity/Q27703192,It Comes at Night,2018,8500000,0,After 2010
http://www.wikidata.org/entity/Q30050747,Three Days till the Spring,2017,8513922,0,After 2010
http://www.wikidata.org/entity/Q31188935,Dark Phoenix,2019,8515000,1,After 2010
http://www.wikidata.org/entity/Q31188935,Dark Phoenix,2019,8515000,1,After 2010
http://www.wikidata.org/entity/Q31188935,Dark Phoenix,2019,8515000,1,After 2010
http://www.wikidata.org/entity/Q39073809,Marrowbone,2017,8671428,0,After 2010
http://www.wikidata.org/entity/Q39073809,Marrowbone,2017,8671428,0,After 2010
http://www.wikidata.org/entity/Q39073809,Marrowbone,2017,8671428,0,After 2010
http://www.wikidata.org/entity/Q39073809,Marrowbone,2018,8671428,0,After 2010
http://www.wikidata.org/entity/Q39073809,Marrowbone,2018,8671428,0,After 2010
http://www.wikidata.org/entity/Q42152588,The Originals,2017,8676740,0,After 2010
http://www.wikidata.org/entity/Q43734006,Where the Wind Blows,2022,8700000,0,After 2010
http://www.wikidata.org/entity/Q60738683,"So Long, My Son",2019,8096596,0,After 2010
http://www.wikidata.org/entity/Q60738683,"So Long, My Son",2019,8096596,0,After 2010
http://www.wikidata.org/entity/Q60738683,"So Long, My Son",2019,8096596,0,After 2010
http://www.wikidata.org/entity/Q60738683,"So Long, My Son",2019,8096596,0,After 2010
http://www.wikidata.org/entity/Q62903071,The Best Summer of My Life,2018,8070402.65,0,After 2010
http://www.wikidata.org/entity/Q66866679,Tune in for Love,2019,8500000,0,After 2010
http://www.wikidata.org/entity/Q85323392,Three Thieves,2019,8000000,0,After 2010
http://www.wikidata.org/entity/Q94525569,Three Thousand Years of Longing,2022,8286741,1,After 2010
http://www.wikidata.org/entity/Q94525569,Three Thousand Years of Longing,2022,8286741,1,After 2010
http://www.wikidata.org/entity/Q94525569,Three Thousand Years of Longing,2022,8286741,1,After 2010
http://www.wikidata.org/entity/Q94525569,Three Thousand Years of Longing,2022,8286741,1,After 2010
http://www.wikidata.org/entity/Q94525569,Three Thousand Years of Longing,2022,8286741,1,After 2010
http://www.wikidata.org/entity/Q111668106,Aftersun,2022,8256890,0,After 2010
http://www.wikidata.org/entity/Q111668106,Aftersun,2022,8256890,0,After 2010
http://www.wikidata.org/entity/Q111668106,Aftersun,2022,8256890,0,After 2010
http://www.wikidata.org/entity/Q111668106,Aftersun,2022,8256890,0,After 2010
http://www.wikidata.org/entity/Q111668106,Aftersun,2023,8256890,0,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2022,4350243,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,4350243,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,4350243,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2022,4350243,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,4350243,1,After 2010
http://www.wikidata.org/entity/Q109510942,Marlowe,2023,4350243,1,After 2010
http://www.wikidata.org/entity/Q111530539,Artek: Bolshoe puteshestvie,2022,4817949,0,After 2010
http://www.wikidata.org/entity/Q122871525,Strange Darling,2023,4900000,0,After 2010
http://www.wikidata.org/entity/Q126074918,Black Dog,2024,4600000,0,After 2010
http://www.wikidata.org/entity/Q126074918,Black Dog,2024,4600000,0,After 2010
http://www.wikidata.org/entity/Q126074918,Black Dog,2025,4600000,0,After 2010
http://www.wikidata.org/entity/Q15141749,Pelé: Birth of a Legend,2016,2300000,0,After 2010
http://www.wikidata.org/entity/Q15141749,Pelé: Birth of a Legend,2016,2300000,0,After 2010
http://www.wikidata.org/entity/Q15729867,The Reunion,2013,2397518,0,After 2010
http://www.wikidata.org/entity/Q16625807,"Paws, Bones & Rock'n'roll",2015,2234206,1,After 2010
http://www.wikidata.org/entity/Q18401829,Status: Free,2016,2203930,0,After 2010
http://www.wikidata.org/entity/Q18709330,The Misfits Club,2014,2423687,0,After 2010
http://www.wikidata.org/entity/Q20649318,The Girl with All the Gifts,2016,2323090,1,After 2010
http://www.wikidata.org/entity/Q20649318,The Girl with All the Gifts,2017,2323090,1,After 2010
http://www.wikidata.org/entity/Q21645602,The Champions: Faster. Higher. Stronger,2016,2425145,0,After 2010
http://www.wikidata.org/entity/Q24211079,Gantz: O,2016,2200000,0,After 2010
http://www.wikidata.org/entity/Q28123467,Suspiria,2018,2483472,1,After 2010
http://www.wikidata.org/entity/Q28123467,Suspiria,2018,2483472,1,After 2010
http://www.wikidata.org/entity/Q28123467,Suspiria,2018,2483472,1,After 2010
http://www.wikidata.org/entity/Q28123467,Suspiria,2018,2483472,1,After 2010
http://www.wikidata.org/entity/Q28123467,Suspiria,2018,2483472,1,After 2010
http://www.wikidata.org/entity/Q28317759,Single Rider,2017,2400000,0,After 2010
http://www.wikidata.org/entity/Q28664077,Between Us,2011,2336212,0,After 2010
http://www.wikidata.org/entity/Q51591908,3 from Hell,2019,2200000,0,After 2010
http://www.wikidata.org/entity/Q51954909,Arctic,2018,2410795,0,After 2010
http://www.wikidata.org/entity/Q51954909,Arctic,2018,2410795,0,After 2010
http://www.wikidata.org/entity/Q51954909,Arctic,2019,2410795,0,After 2010
http://www.wikidata.org/entity/Q51954909,Arctic,2019,2410795,0,After 2010
http://www.wikidata.org/entity/Q51954909,Arctic,2019,2410795,0,After 2010
http://www.wikidata.org/entity/Q51954909,Arctic,2019,2410795,0,After 2010
http://www.wikidata.org/entity/Q64338076,The King of Staten Island,2020,2200000,0,After 2010
http://www.wikidata.org/entity/Q64338076,The King of Staten Island,2020,2200000,0,After 2010
http://www.wikidata.org/entity/Q64338076,The King of Staten Island,2020,2200000,0,After 2010
http://www.wikidata.org/entity/Q64338076,The King of Staten Island,2020,2200000,0,After 2010
http://www.wikidata.org/entity/Q83050266,Eye for an Eye,2019,2446947.33,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,2312139,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,2312139,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,2312139,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2021,2312139,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2022,2312139,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2022,2312139,0,After 2010
http://www.wikidata.org/entity/Q107273994,The Battle at Lake Changjin,2022,2312139,0,After 2010
